INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000001', 'RD001', TO_TIMESTAMP('2025-05-20 20:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-21 00:29', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD001', 1541.48, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000121', 'RD121', TO_TIMESTAMP('2025-05-25 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-25 16:52', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD121', 1654.18, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000122', 'RD122', TO_TIMESTAMP('2025-04-02 10:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-02 16:44', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD122', 1718.57, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000123', 'RD123', TO_TIMESTAMP('2025-05-08 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-08 13:20', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD123', 786.37, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000124', 'RD124', TO_TIMESTAMP('2025-03-11 18:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 01:10', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD124', 1740.18, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000125', 'RD125', TO_TIMESTAMP('2025-05-23 07:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-23 12:33', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD125', 856.21, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000126', 'RD126', TO_TIMESTAMP('2025-05-25 07:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-25 10:56', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD126', 1190.47, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000127', 'RD127', TO_TIMESTAMP('2025-04-18 13:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-18 17:34', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD127', 421.79, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000128', 'RD128', TO_TIMESTAMP('2025-03-23 15:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-23 20:03', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD128', 282.26, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000129', 'RD129', TO_TIMESTAMP('2025-03-31 09:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-31 15:13', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD129', 634.02, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000130', 'RD130', TO_TIMESTAMP('2025-03-31 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-31 14:47', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD130', 1641.15, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000131', 'RD131', TO_TIMESTAMP('2025-03-30 06:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-30 10:10', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD131', 906.43, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000132', 'RD132', TO_TIMESTAMP('2025-03-12 12:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 15:04', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD132', 805.17, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000133', 'RD133', TO_TIMESTAMP('2025-05-25 08:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-25 15:43', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD133', 1098.3, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000134', 'RD134', TO_TIMESTAMP('2025-03-17 07:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-17 10:33', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD134', 1290.1, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000135', 'RD135', TO_TIMESTAMP('2025-04-25 12:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-25 20:12', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD135', 1335.74, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000136', 'RD136', TO_TIMESTAMP('2025-04-21 10:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-21 18:05', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD136', 1783.12, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000137', 'RD137', TO_TIMESTAMP('2025-04-22 17:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-23 00:05', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD137', 1368.92, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000138', 'RD138', TO_TIMESTAMP('2025-05-24 17:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-24 21:47', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD138', 1752.49, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000139', 'RD139', TO_TIMESTAMP('2025-03-28 11:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-28 16:59', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD139', 1811.72, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000140', 'RD140', TO_TIMESTAMP('2025-04-19 20:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-19 23:19', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD140', 777.78, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000141', 'RD141', TO_TIMESTAMP('2025-05-04 06:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-04 11:33', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD141', 1921.53, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000142', 'RD142', TO_TIMESTAMP('2025-04-03 09:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-03 12:43', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD142', 1496.55, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000143', 'RD143', TO_TIMESTAMP('2025-04-11 19:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-12 02:54', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD143', 1848.72, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000144', 'RD144', TO_TIMESTAMP('2025-04-14 13:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-14 16:46', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD144', 1119.05, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000145', 'RD145', TO_TIMESTAMP('2025-05-27 16:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-27 19:38', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD145', 810.56, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000146', 'RD146', TO_TIMESTAMP('2025-04-05 07:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-05 10:57', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD146', 244.48, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000147', 'RD147', TO_TIMESTAMP('2025-03-23 17:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-23 20:03', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD147', 424.39, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000148', 'RD148', TO_TIMESTAMP('2025-05-02 12:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-02 14:34', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD148', 1047.89, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000149', 'RD149', TO_TIMESTAMP('2025-03-12 10:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 15:01', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD149', 783.34, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000150', 'RD150', TO_TIMESTAMP('2025-03-03 18:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 21:37', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD150', 1381.29, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000151', 'RD151', TO_TIMESTAMP('2025-03-13 06:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-13 09:49', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD151', 347.25, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000152', 'RD152', TO_TIMESTAMP('2025-04-29 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-29 19:43', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD152', 587.19, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000153', 'RD153', TO_TIMESTAMP('2025-05-02 16:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-02 21:19', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD153', 1657.1, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000154', 'RD154', TO_TIMESTAMP('2025-05-18 13:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-18 16:40', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD154', 1486.63, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000155', 'RD155', TO_TIMESTAMP('2025-04-04 13:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-04 20:08', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD155', 531.02, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000156', 'RD156', TO_TIMESTAMP('2025-03-25 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 15:19', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD156', 509.41, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000157', 'RD157', TO_TIMESTAMP('2025-05-27 20:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-28 03:03', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD157', 1056.45, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000158', 'RD158', TO_TIMESTAMP('2025-04-04 16:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-04 20:51', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD158', 1746.88, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000159', 'RD159', TO_TIMESTAMP('2025-04-15 20:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-16 01:30', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD159', 1923.08, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000160', 'RD160', TO_TIMESTAMP('2025-05-19 16:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-19 20:51', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD160', 1732.19, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000161', 'RD161', TO_TIMESTAMP('2025-05-10 18:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-10 23:06', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD161', 1631.9, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000162', 'RD162', TO_TIMESTAMP('2025-05-11 18:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-11 23:42', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD162', 1339.87, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000163', 'RD163', TO_TIMESTAMP('2025-03-01 17:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-01 19:17', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD163', 414.91, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000164', 'RD164', TO_TIMESTAMP('2025-05-06 08:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-06 12:36', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD164', 1444.14, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000165', 'RD165', TO_TIMESTAMP('2025-05-09 11:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-09 17:08', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD165', 1209.65, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000166', 'RD166', TO_TIMESTAMP('2025-05-27 15:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-27 21:41', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD166', 406.84, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000167', 'RD167', TO_TIMESTAMP('2025-03-21 08:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 12:10', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD167', 1627.84, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000168', 'RD168', TO_TIMESTAMP('2025-04-28 06:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-28 12:56', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD168', 1368.63, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000169', 'RD169', TO_TIMESTAMP('2025-03-25 16:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 22:52', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD169', 319.71, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000170', 'RD170', TO_TIMESTAMP('2025-03-08 17:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-08 20:42', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD170', 1761.39, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000171', 'RD171', TO_TIMESTAMP('2025-04-02 06:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-02 14:08', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD171', 1902.32, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000172', 'RD172', TO_TIMESTAMP('2025-03-12 10:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 17:48', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD172', 1587.22, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000173', 'RD173', TO_TIMESTAMP('2025-04-04 07:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-04 14:41', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD173', 1591.91, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000174', 'RD174', TO_TIMESTAMP('2025-03-15 19:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-16 02:22', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD174', 704.35, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000175', 'RD175', TO_TIMESTAMP('2025-05-22 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-22 16:47', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD175', 928.76, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000176', 'RD176', TO_TIMESTAMP('2025-05-21 09:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-21 12:06', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD176', 547.05, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000177', 'RD177', TO_TIMESTAMP('2025-04-02 20:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-03 04:07', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD177', 1759.36, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000178', 'RD178', TO_TIMESTAMP('2025-04-03 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-03 12:10', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD178', 1266.13, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000179', 'RD179', TO_TIMESTAMP('2025-04-10 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-10 13:04', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD179', 1794.56, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000180', 'RD180', TO_TIMESTAMP('2025-05-26 07:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-26 09:55', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD180', 857.75, SYSTIMESTAMP, SYSTIMESTAMP);
